,#gens,#Terms,min_deg,max_deg,av_deg,min_deg_of_X1,min_deg_of_X2,min_deg_of_X3,min_deg_of_X4,max_deg_of_X1,max_deg_of_X2,max_deg_of_X3,max_deg_of_X4,av_deg_of_X1,av_deg_of_X2,av_deg_of_X3,av_deg_of_X4,min_lt_deg_of_X1,min_lt_deg_of_X2,min_lt_deg_of_X3,min_lt_deg_of_X4,max_lt_deg_of_X1,max_lt_deg_of_X2,max_lt_deg_of_X3,max_lt_deg_of_X4,av_lt_deg_of_X1,av_lt_deg_of_X2,av_lt_deg_of_X3,av_lt_deg_of_X4,min_terms,max_terms,av_terms,generators_with_X1,generators_with_X2,generators_with_X3,generators_with_X4,generators_with_X1_X2,generators_with_X1_X3,generators_with_X1_X4,generators_with_X1_X3,generators_with_X2_X4,generators_with_X3_X4,generators_with_X1_X2_X3,generators_with_X1_X2_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X3,lt_with_X4,lt_with_X1_X2,lt_with_X1_X3,lt_with_X1_X4,lt_with_X1_X3,lt_with_X2_X4,lt_with_X3_X4,lt_with_X1_X2_X3,lt_with_X1_X2_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X3,terms_with_X4,terms_with_X1_X2,terms_with_X1_X3,terms_with_X1_X4,terms_with_X1_X3,terms_with_X2_X4,terms_with_X3_X4,terms_with_X1_X2_X3,terms_with_X1_X2_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,deg_sum(F),cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,#pure_var_power,#pure_var_power_lt,QS
1759,3,10,3,5,4.3,1,2,1,1,3,5,3,4,1.7,3.3,2.0,2.7,0,2,0,0,0,5,1,1,0.0,3.3,0.7,0.3,2,5,3.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,1,0,0,0,2,1,1,0,0,0,1,0,5,6,7,7,2,3,4,4,4,5,1,2,2,3,1,13,1,1,1,0,7,2,1,0,1,1,1
1760,3,9,6,8,6.7,0,3,0,4,4,4,4,5,2.3,3.7,2.0,4.3,0,0,0,0,4,4,2,3,2.3,2.3,1.0,1.0,2,4,3.0,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,0,1,1,0,1,0,0,0,0,6,7,5,6,4,4,3,3,5,2,2,2,1,1,0,20,1,2,0,0,6,3,0,0,0,0,1
1761,2,7,4,7,5.5,3,1,0,2,3,4,5,4,3.0,2.5,2.5,3.0,2,1,0,0,3,2,3,0,2.5,1.5,1.5,0.0,2,5,3.5,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,4,5,5,4,3,3,1,4,3,3,2,1,1,3,1,11,0,1,1,0,4,2,1,0,1,0,1
1762,4,17,3,6,4.2,2,1,1,1,3,3,3,3,2.5,2.0,2.0,2.2,0,0,0,0,3,2,2,0,2.0,1.0,1.2,0.0,3,7,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,0,2,2,0,3,0,0,2,0,0,0,0,12,9,10,11,4,7,8,6,5,5,3,2,4,2,1,17,0,3,0,1,11,5,0,1,1,1,1
1763,6,26,3,7,4.7,1,1,1,1,4,5,4,4,2.5,3.0,2.2,2.3,0,0,0,0,4,5,2,1,1.7,2.0,0.8,0.2,3,7,4.3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,2,2,0,3,1,1,1,0,0,1,0,17,19,15,18,10,10,10,11,14,10,6,6,6,8,4,28,1,3,1,1,18,5,2,1,1,1,1
1764,3,11,4,5,4.7,2,1,1,2,4,3,2,2,3.0,2.0,1.3,2.0,2,1,0,0,4,2,0,0,3.0,1.7,0.0,0.0,3,4,3.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,5,6,6,5,5,2,3,3,2,2,3,1,1,14,0,0,3,0,6,2,3,0,0,0,1
1765,3,15,4,7,5.0,1,2,2,2,5,5,5,3,2.3,3.3,3.0,2.3,1,1,2,0,1,2,4,0,1.0,1.3,2.7,0.0,4,6,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,0,0,3,0,0,0,0,8,11,9,12,5,5,5,6,8,6,3,2,2,3,0,15,0,3,0,0,12,3,0,0,0,0,1
1766,2,9,3,4,3.5,2,3,2,1,3,3,4,2,2.5,3.0,3.0,1.5,2,0,0,0,3,2,0,0,2.5,1.0,0.0,0.0,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,5,3,3,1,1,2,1,3,1,1,1,1,1,7,0,0,1,1,3,2,3,1,3,1,0
1767,4,19,3,4,3.8,1,1,2,1,3,3,4,3,1.8,1.5,3.0,2.0,0,0,0,0,3,3,4,1,1.2,1.0,1.2,0.2,2,9,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,2,1,1,0,1,0,0,1,0,0,0,10,9,15,11,6,6,5,5,5,8,2,3,2,2,0,15,1,2,1,0,11,7,1,0,2,1,1
1768,2,14,3,6,4.5,1,2,2,2,4,4,4,4,2.5,3.0,3.0,3.0,0,2,1,0,1,4,1,0,0.5,3.0,1.0,0.0,5,9,7.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,11,7,11,8,5,8,6,6,2,5,4,1,3,1,0,9,0,2,0,0,8,6,0,0,0,0,1
1769,3,13,4,8,6.3,2,1,3,1,6,3,5,4,3.3,1.7,4.3,2.7,0,0,0,0,6,2,5,1,2.3,1.0,2.7,0.3,3,7,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,1,0,0,1,0,0,8,6,11,10,3,6,7,5,3,9,2,2,6,3,2,19,1,1,1,0,10,2,1,0,0,0,1
1770,3,9,4,4,4.0,2,2,0,1,4,4,2,2,2.7,2.7,1.0,1.3,0,0,0,0,4,4,0,0,2.0,2.0,0.0,0.0,2,4,3.0,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,4,5,4,2,3,3,4,3,1,2,1,2,0,12,0,0,2,1,5,1,2,1,2,2,1
1771,3,13,3,4,3.7,2,2,1,1,3,3,3,3,2.3,2.3,1.7,2.0,2,0,0,0,3,2,1,0,2.3,1.0,0.3,0.0,3,6,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,1,0,1,0,0,1,0,0,0,0,8,10,4,8,6,3,5,2,7,2,2,4,2,1,1,11,0,1,1,1,8,2,2,1,3,1,1
1772,2,13,5,6,5.5,4,3,2,3,4,4,2,4,4.0,3.5,2.0,3.5,4,1,0,0,4,1,1,0,4.0,1.0,0.5,0.0,5,8,6.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,11,10,7,8,8,5,6,6,5,3,4,3,1,2,0,11,0,1,1,0,8,4,1,0,0,0,1
1773,3,14,3,4,3.7,2,2,2,1,4,3,3,3,3.0,2.7,2.3,2.0,2,0,0,0,4,1,1,0,3.0,0.3,0.3,0.0,4,5,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,8,5,3,3,0,3,2,3,0,0,0,1,0,11,0,1,1,1,5,5,3,1,2,1,1
1774,7,33,4,5,4.3,1,1,1,1,3,4,5,4,2.1,2.7,2.9,2.4,0,0,0,0,3,3,3,1,1.6,1.4,1.1,0.1,4,6,4.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,1,3,4,0,3,1,0,2,0,0,0,0,14,17,24,21,6,10,7,11,9,13,4,2,4,4,1,30,1,5,1,0,21,11,1,0,2,0,1
1775,4,14,3,5,3.5,1,0,1,2,3,4,2,4,1.5,2.0,1.2,2.8,0,0,0,0,1,4,0,2,0.8,2.0,0.0,0.8,2,5,3.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,3,0,2,2,0,2,0,1,0,0,1,0,0,0,6,6,7,11,3,2,4,2,3,6,1,1,1,1,0,14,2,0,2,0,11,1,2,0,2,1,1
1776,6,25,4,5,4.5,2,0,1,1,5,4,4,4,3.5,2.2,2.5,2.7,1,0,0,0,5,2,1,0,3.3,0.8,0.3,0.0,3,5,4.2,6,5,6,6,5,6,6,5,5,6,5,5,6,5,5,6,3,2,0,3,2,0,1,0,0,1,0,0,0,0,14,14,15,12,8,6,4,8,7,7,3,3,1,4,1,27,0,2,2,2,12,8,3,2,4,2,1
1777,4,18,3,6,4.5,1,1,1,3,3,3,5,5,2.0,2.2,3.0,3.8,1,0,0,0,3,2,3,1,2.0,1.0,1.2,0.2,4,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,1,1,0,0,1,0,0,0,0,7,9,11,11,3,4,4,5,4,6,1,1,2,2,0,18,1,2,1,0,11,5,2,0,4,0,1
1778,3,18,3,7,5.0,2,2,3,1,4,6,3,3,3.3,4.0,3.0,2.3,0,0,1,0,4,6,1,0,2.0,2.0,1.0,0.0,5,7,6.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,0,0,2,0,1,0,0,0,0,0,0,0,10,11,13,10,5,7,6,7,7,5,3,4,3,3,2,15,0,3,0,0,10,8,0,0,1,0,1
1779,2,4,4,4,4.0,3,1,0,2,4,2,1,2,3.5,1.5,0.5,2.0,3,0,0,0,4,0,1,0,3.5,0.0,0.5,0.0,2,2,2.0,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,1,2,1,0,0,0,1,0,8,0,1,0,1,2,1,0,1,1,1,1
1780,3,14,4,5,4.7,1,3,1,2,3,4,4,3,2.0,3.3,3.0,2.3,1,2,0,0,2,3,1,0,1.7,2.7,0.3,0.0,3,7,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,1,0,0,1,0,0,0,0,8,10,7,10,6,3,5,4,7,5,2,3,2,3,1,14,0,1,2,0,10,2,2,0,1,0,1
1781,3,12,3,4,3.3,1,1,1,1,3,2,4,4,2.0,1.7,2.3,2.3,1,0,0,0,3,2,1,0,2.0,0.7,0.7,0.0,2,6,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,4,7,7,6,2,2,1,3,4,2,0,1,0,1,0,10,0,2,1,0,6,5,1,0,2,0,1
1782,3,14,3,5,3.7,1,2,2,1,4,5,4,3,2.3,3.3,3.0,2.3,1,1,0,0,4,2,0,0,2.3,1.3,0.0,0.0,4,5,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,6,6,5,3,3,2,2,3,1,1,1,1,0,11,0,0,3,0,6,3,5,0,4,0,1
1783,3,10,5,6,5.3,2,1,2,1,4,4,6,4,3.0,3.0,3.7,2.0,1,0,1,0,3,2,3,0,2.0,1.3,2.0,0.0,3,4,3.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,2,3,0,2,0,0,2,0,0,0,0,5,6,8,5,3,4,1,5,3,3,3,0,0,2,0,16,0,3,0,0,5,5,0,0,1,0,1
1784,2,7,4,4,4.0,1,3,1,2,1,3,2,3,1.0,3.0,1.5,2.5,0,2,0,0,1,3,2,0,0.5,2.5,1.0,0.0,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,2,7,2,4,2,0,1,2,4,0,0,1,0,0,0,8,0,1,1,0,4,2,1,0,0,0,1
1785,7,30,3,7,4.1,1,0,1,0,3,4,6,4,2.0,2.3,2.9,2.9,0,0,0,0,2,4,6,0,0.9,1.1,2.1,0.0,2,7,4.3,7,6,7,6,6,7,6,6,5,6,6,5,6,5,5,4,3,5,0,1,3,0,1,0,0,0,0,0,0,0,17,14,15,19,9,9,11,5,8,7,4,6,4,2,2,29,0,5,2,0,19,8,3,0,7,2,1
1786,3,13,4,6,4.7,3,1,1,1,4,4,2,5,3.3,2.3,1.3,2.7,1,0,0,0,4,2,1,1,2.7,1.0,0.7,0.3,4,5,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,1,0,1,1,0,1,0,0,10,7,6,9,4,4,7,3,4,3,1,2,2,1,0,14,1,1,1,0,9,3,1,0,0,0,1
1787,3,11,4,9,6.3,1,1,2,0,6,8,7,3,3.3,3.3,5.0,2.0,0,0,0,0,6,3,5,0,2.7,1.3,2.3,0.0,3,4,3.7,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,8,5,6,4,3,4,3,1,1,2,0,0,2,0,0,19,0,2,1,0,4,4,3,0,1,0,1
1788,2,7,3,4,3.5,1,2,1,1,2,4,2,2,1.5,3.0,1.5,1.5,0,0,0,0,2,4,1,0,1.0,2.0,0.5,0.0,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,5,4,0,2,2,2,1,3,0,0,1,1,0,7,0,1,1,0,4,2,1,0,1,1,1
1789,3,16,4,7,5.0,1,1,2,1,2,3,5,4,1.7,2.3,3.7,2.7,0,0,0,0,2,3,3,2,1.0,1.7,1.7,0.7,4,8,5.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,1,0,0,1,0,0,7,8,10,13,4,4,6,3,6,8,2,3,4,2,2,15,1,1,1,0,13,2,1,0,1,0,1
1790,4,17,3,5,4.2,1,1,1,1,5,4,5,4,2.5,2.8,3.0,2.2,1,0,0,0,5,4,0,0,2.2,2.0,0.0,0.0,3,7,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,12,7,11,6,6,7,2,4,1,4,3,0,1,1,0,17,0,0,3,1,6,7,3,1,3,1,1
1791,3,12,3,5,4.0,1,1,1,1,3,4,4,4,2.0,2.7,2.7,2.3,0,0,0,0,3,4,1,0,1.3,2.3,0.3,0.0,3,5,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,8,5,7,7,4,4,4,3,2,4,3,2,1,1,1,12,0,1,1,1,7,3,1,1,2,2,1
1792,3,13,3,5,3.7,1,2,1,1,3,4,3,3,2.0,3.0,2.3,1.7,0,2,0,0,1,4,0,0,0.7,3.0,0.0,0.0,3,5,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,8,8,6,8,5,3,5,3,4,4,1,2,2,2,0,11,0,0,3,0,8,2,3,0,3,1,1
1793,2,9,5,7,6.0,2,3,1,4,6,4,3,6,4.0,3.5,2.0,5.0,0,0,1,0,6,1,3,1,3.0,0.5,2.0,0.5,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,0,1,1,1,0,0,0,1,0,5,3,5,8,0,2,4,2,3,4,0,0,1,2,0,12,1,1,0,0,8,1,0,0,0,0,1
1794,3,9,3,4,3.3,1,1,0,1,1,3,2,3,1.0,2.0,1.0,2.0,1,1,0,0,1,3,0,1,1.0,2.0,0.0,0.3,2,4,3.0,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,0,1,3,0,1,0,1,0,0,1,0,0,0,5,8,2,6,4,0,3,2,5,1,0,2,0,1,0,10,1,0,2,0,6,1,2,0,0,0,1
1795,2,7,3,5,4.0,0,2,3,1,1,3,4,1,0.5,2.5,3.5,1.0,0,2,1,0,0,3,2,0,0.0,2.5,1.5,0.0,3,4,3.5,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,4,6,4,1,1,2,3,2,3,0,1,1,1,0,8,0,2,0,0,4,3,0,0,1,0,1
1796,4,16,3,6,4.5,1,2,3,0,5,4,4,3,2.2,2.8,3.5,1.8,1,2,0,0,4,3,1,0,1.8,2.2,0.5,0.0,2,6,4.0,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,4,4,2,0,4,2,0,2,0,0,2,0,0,0,0,11,9,9,8,8,4,6,4,4,3,3,4,1,1,1,18,0,2,2,0,8,6,2,0,2,0,1
1797,7,26,3,7,4.6,1,1,0,1,4,5,6,4,2.3,3.3,2.6,2.6,0,0,0,0,4,5,3,2,1.0,2.4,0.9,0.3,2,7,3.7,7,7,6,7,7,6,7,6,7,6,6,7,6,6,6,3,6,3,1,2,1,1,3,0,0,1,0,0,0,0,15,17,16,13,9,10,7,9,7,6,5,4,3,2,1,32,1,3,3,0,13,10,3,0,3,2,1
1798,3,11,3,6,5.0,2,2,0,1,5,3,3,5,3.3,2.3,1.7,3.0,1,0,0,0,3,3,3,0,2.3,1.0,1.7,0.0,3,4,3.7,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,1,2,0,1,2,0,1,0,0,1,0,0,0,0,9,7,6,7,5,4,5,5,5,4,3,3,2,4,2,15,0,2,0,1,7,2,1,1,1,1,1
1799,2,6,3,3,3.0,2,1,2,0,3,1,3,0,2.5,1.0,2.5,0.0,2,0,0,0,3,0,1,0,2.5,0.0,0.5,0.0,3,3,3.0,2,2,2,0,2,2,0,2,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,0,1,1,0,2,0,0,0,0,0,0,0,6,0,1,0,1,0,4,1,1,2,1,1
1800,5,19,3,5,4.6,1,2,1,1,5,3,3,4,3.0,2.6,1.6,2.6,1,0,0,0,5,3,3,0,2.4,0.8,1.4,0.0,3,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,0,2,4,0,2,0,0,2,0,0,0,0,14,11,9,14,7,5,9,6,9,5,3,5,1,4,1,23,0,4,0,1,14,4,0,1,1,1,1
1801,5,18,3,5,4.6,1,2,0,1,4,3,4,4,2.2,2.4,2.4,2.2,0,0,0,0,3,3,2,2,1.8,1.8,0.6,0.4,2,6,3.6,5,5,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,2,1,3,2,1,1,1,0,1,1,0,0,0,9,13,10,11,5,5,3,6,9,5,2,2,0,4,0,23,1,2,2,0,11,5,2,0,1,1,1
1802,7,31,3,8,4.7,2,1,1,1,4,4,6,4,3.3,3.0,2.9,2.1,1,0,0,0,4,4,1,1,2.6,1.7,0.1,0.3,2,8,4.4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,2,4,1,2,0,2,0,0,2,0,0,0,21,19,20,18,11,14,11,11,14,11,6,8,8,8,5,33,2,1,2,2,18,9,2,2,4,2,1
1803,2,5,4,5,4.5,1,1,2,1,2,2,2,4,1.5,1.5,2.0,2.5,0,1,2,0,1,2,2,1,0.5,1.5,2.0,0.5,2,3,2.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,4,3,3,4,2,2,4,2,2,2,1,2,2,1,1,9,1,1,0,0,4,1,0,0,0,0,1
1804,3,14,4,6,5.0,3,2,1,0,4,3,5,4,3.3,2.7,3.7,2.3,3,0,0,0,3,3,1,0,3.0,1.3,0.7,0.0,4,6,4.7,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,0,2,2,0,1,0,0,1,0,0,0,0,8,10,10,6,5,6,2,6,5,3,3,1,1,2,0,15,0,2,1,0,6,7,1,0,1,0,1
1805,3,13,3,5,4.3,2,1,2,1,2,3,3,4,2.0,2.3,2.3,2.3,0,1,0,0,2,3,2,1,1.3,1.7,1.0,0.3,4,5,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,1,0,2,1,1,1,0,0,1,0,9,7,10,8,4,6,5,4,4,6,1,2,3,2,0,13,1,1,1,0,8,4,1,0,0,0,1
1806,3,17,4,6,5.0,3,1,2,3,4,5,4,4,3.3,2.7,3.3,3.3,1,0,0,0,3,5,2,1,2.3,1.7,0.7,0.3,4,7,5.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,13,8,8,13,5,6,11,4,5,5,2,4,5,2,2,15,1,1,1,0,13,3,1,0,1,0,1
1807,2,13,6,6,6.0,2,4,2,3,4,4,4,4,3.0,4.0,3.0,3.5,2,1,2,0,2,2,3,0,2.0,1.5,2.5,0.0,5,8,6.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,0,0,0,0,9,10,9,11,6,5,7,6,8,7,2,4,3,4,0,12,0,2,0,0,11,2,0,0,0,0,1
1808,2,9,3,4,3.5,2,1,1,3,4,2,2,3,3.0,1.5,1.5,3.0,2,0,0,0,4,1,0,0,3.0,0.5,0.0,0.0,3,6,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,4,4,3,2,1,2,2,2,1,1,1,1,1,7,0,0,1,1,4,2,2,1,2,1,1
1809,2,7,5,5,5.0,1,3,3,2,2,5,3,5,1.5,4.0,3.0,3.5,0,3,0,0,2,5,0,0,1.0,4.0,0.0,0.0,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2,4,1,1,2,1,1,1,0,0,1,0,0,10,0,0,2,0,4,1,2,0,2,1,1
1810,3,17,4,5,4.7,1,2,1,2,4,3,4,4,3.0,2.7,2.7,3.3,1,1,0,0,4,3,2,0,2.3,1.7,0.7,0.0,4,8,5.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,1,0,0,1,0,0,0,0,8,13,11,10,5,5,3,8,8,6,3,1,2,5,1,14,0,1,2,0,10,5,2,0,1,0,1
1811,2,9,4,6,5.0,2,1,4,2,4,2,4,2,3.0,1.5,4.0,2.0,2,1,1,0,4,1,1,0,3.0,1.0,1.0,0.0,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,0,0,0,0,5,5,8,4,3,5,2,4,2,3,3,1,2,1,1,10,0,2,0,0,4,5,0,0,1,0,1
1812,2,9,3,4,3.5,1,2,1,1,1,3,3,3,1.0,2.5,2.0,2.0,1,2,0,0,1,2,1,0,1.0,2.0,0.5,0.0,2,7,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,2,7,5,3,2,1,0,3,2,1,1,0,0,0,0,7,0,1,1,0,3,4,2,0,2,0,1
1813,3,11,4,7,6.0,1,2,0,1,7,7,4,5,3.7,3.7,2.3,3.3,0,0,0,0,7,7,1,0,3.3,2.3,0.3,0.0,2,5,3.7,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,6,5,7,4,3,5,2,4,3,1,3,1,1,0,18,0,1,1,1,7,2,1,1,2,2,1
1814,4,16,3,5,4.2,1,1,1,2,3,4,4,4,2.2,2.2,2.5,3.0,1,1,0,0,3,2,1,0,2.0,1.8,0.5,0.0,3,5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,4,2,0,2,0,0,2,0,0,0,0,11,10,7,9,6,6,4,3,5,2,3,1,1,0,0,17,0,2,2,0,9,5,2,0,0,0,1
1815,4,17,4,5,4.5,2,0,0,1,3,4,4,3,2.8,2.0,3.0,2.2,0,0,0,0,3,4,4,2,1.2,1.8,1.0,0.5,2,6,4.2,4,3,3,4,3,3,4,2,3,3,2,3,3,2,2,3,3,1,1,2,1,1,0,1,0,0,1,0,0,0,13,8,8,10,6,5,9,3,4,3,2,3,2,1,0,18,1,1,2,0,10,5,2,0,3,1,1
1816,6,24,3,6,4.7,1,1,2,2,5,5,5,5,2.8,2.8,2.7,3.0,0,0,0,0,5,5,1,0,1.7,2.5,0.5,0.0,4,4,4.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,3,0,2,2,0,2,0,0,1,0,0,0,0,16,12,12,15,6,8,12,5,6,6,3,4,5,2,2,28,0,3,3,0,15,6,3,0,3,2,1
1817,2,6,4,5,4.5,0,2,2,1,4,3,4,4,2.0,2.5,3.0,2.5,0,0,0,0,4,3,1,1,2.0,1.5,0.5,0.5,3,3,3.0,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,3,4,4,1,1,2,3,1,2,1,1,1,1,1,9,1,1,0,0,4,2,0,0,1,0,1
1818,3,10,3,4,3.7,0,1,1,1,2,3,1,3,1.0,2.3,1.0,2.0,0,0,0,0,2,3,1,1,0.7,2.0,0.7,0.3,3,4,3.3,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,1,2,2,1,0,1,1,1,0,1,0,0,1,0,0,3,7,7,7,1,3,3,4,4,5,1,1,3,2,1,11,1,1,1,0,7,2,1,0,1,1,1
1819,5,22,3,6,4.4,3,1,1,1,4,2,3,3,3.2,1.6,2.0,1.6,2,0,0,0,4,1,2,0,3.0,0.6,0.8,0.0,2,6,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,0,3,3,0,3,0,0,3,0,0,0,0,16,15,12,12,9,8,7,9,8,5,5,3,2,3,0,22,0,3,0,2,12,7,1,2,2,2,1
1820,6,21,3,6,4.3,2,1,2,0,4,3,4,4,2.7,2.2,2.8,1.5,0,0,0,0,4,3,3,0,2.0,1.7,0.7,0.0,3,4,3.5,6,6,6,5,6,6,5,6,5,5,6,5,5,5,5,5,5,2,0,4,1,0,2,0,0,1,0,0,0,0,9,17,15,7,5,5,3,12,5,5,2,1,3,3,1,26,0,2,3,1,7,10,3,1,1,1,1
1821,2,12,5,7,6.0,2,5,3,3,3,6,4,5,2.5,5.5,3.5,4.0,0,5,0,0,1,6,0,0,0.5,5.5,0.0,0.0,6,6,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,8,7,3,5,4,4,3,5,2,1,3,2,1,12,0,0,2,0,7,3,2,0,1,1,1
1822,2,8,5,7,6.0,2,3,1,1,4,7,5,3,3.0,5.0,3.0,2.0,1,2,0,0,2,6,1,0,1.5,4.0,0.5,0.0,3,5,4.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,6,6,4,3,4,4,2,3,1,1,3,0,1,0,0,12,0,1,1,0,3,3,2,0,1,0,1
1823,4,20,3,7,5.8,1,1,2,2,5,5,4,5,3.0,2.8,3.2,3.8,0,0,0,0,5,2,4,2,2.0,1.0,2.0,0.8,4,7,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,1,1,1,2,2,1,0,1,0,1,0,9,14,14,17,5,7,8,8,12,11,3,5,6,6,3,23,2,2,0,0,17,3,0,0,0,0,1
