,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]",output
8904,2,10,3,4,3.5,3,7,5.0,7,3,1,0,1,3,2,4,2,4,3,2.0,1.5,3.5,2.5,0,0,0,0,4,2,1,0,2.0,1.0,0.5,0.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,1,5,1,2,0,4,2,2,0,1,0,1,0,0,0,1,0,0,0,5
8905,4,21,4,4,4.0,4,6,5.2,16,3,2,2,2,1,1,4,3,4,3,3.2,2.8,2.8,2.0,0,0,0,0,4,3,1,0,2.8,1.0,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,13,12,6,12,6,6,2,8,3,6,2,3,0,2,0,0,0,7,0,8,0,5
8906,2,6,4,5,4.5,3,3,3.0,9,0,0,0,1,2,1,3,3,4,3,1.5,2.0,3.0,2.0,0,0,1,0,1,3,4,0,0.5,1.5,2.5,0.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,4,1,4,2,2,0,4,2,3,1,2,1,1,0,0,2,2,1,1,0,2
8908,5,24,3,6,4.8,4,6,4.8,24,3,1,1,1,3,1,3,3,5,3,2.6,2.2,3.4,2.0,0,0,0,0,3,3,3,1,2.0,1.6,1.0,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,1,1,0,1,1,1,1,0,0,0,0,17,13,9,17,10,8,4,13,10,8,6,8,5,4,2,0,0,6,0,4,0,3
8909,3,12,4,5,4.7,3,6,4.0,14,0,0,1,1,3,2,2,4,4,4,1.7,2.3,3.3,3.0,0,0,1,0,2,2,3,1,0.7,1.3,2.3,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,1,2,1,1,0,0,0,1,0,0,0,6,7,4,8,3,4,2,8,4,4,3,4,1,1,1,0,3,3,16,13,1,2
8910,3,11,4,5,4.3,2,5,3.7,13,1,0,2,2,2,1,3,3,4,3,2.3,2.7,2.7,2.3,0,2,0,0,2,3,2,0,1.0,2.3,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,8,7,5,6,4,4,3,5,4,2,1,1,1,0,0,1,6,2,8,2,0,4
8911,2,4,4,4,4.0,2,2,2.0,8,1,1,1,1,2,1,3,2,4,1,2.0,1.5,3.0,1.0,0,0,0,0,3,1,4,0,1.5,0.5,2.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,1,0,2,1,2,1,1,0,1,0,1,1,1,0,0,0,2
8912,3,13,4,8,5.7,4,5,4.3,17,1,0,3,4,1,1,5,4,6,2,3.7,4.0,3.0,1.7,3,1,0,0,4,4,0,1,3.3,2.0,0.0,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,7,12,6,5,2,4,1,8,4,7,3,3,1,2,0,3,0,0,4,0,12,1
8913,4,19,5,6,5.2,2,8,4.8,21,0,0,1,0,1,2,3,4,5,4,2.2,2.0,3.0,3.0,1,0,0,0,3,2,5,1,1.8,1.5,1.8,0.2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,13,14,9,12,6,8,3,13,10,9,7,7,4,4,2,1,1,4,37,14,7,2
8914,6,26,3,5,4.3,3,8,4.3,26,3,0,1,1,1,1,3,3,4,5,2.3,2.0,2.2,2.8,1,0,0,0,3,2,2,1,2.0,1.2,1.0,0.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,5,5,3,3,1,1,0,0,1,1,0,0,18,18,13,16,11,11,7,14,10,9,7,5,4,3,2,1,2,4,9,14,0,2
8915,2,9,3,5,4.0,4,5,4.5,8,1,0,2,2,1,3,4,2,2,4,3.0,2.0,1.5,3.5,2,0,0,0,4,1,0,1,3.0,0.5,0.0,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,5,1,1,0,7,2,1,0,5,1,1,0,1,0,0,1,3,4,4
8916,4,14,3,4,3.8,2,5,3.5,15,1,0,2,0,1,1,2,3,4,3,2.0,2.2,2.0,2.0,0,0,1,0,2,3,1,0,1.0,1.8,1.0,0.0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,2,3,1,4,2,3,1,0,0,0,0,0,0,0,0,7,6,3,12,6,4,2,6,2,3,2,4,1,1,1,0,4,4,6,6,0,2
8917,3,12,3,8,4.7,3,6,4.0,14,2,1,1,2,0,1,2,4,6,3,1.7,3.0,3.0,1.7,0,1,0,0,2,3,6,0,0.7,2.0,2.0,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,7,8,5,7,4,3,2,5,3,4,3,2,1,1,1,2,2,0,0,0,0,2
8918,5,22,3,6,4.4,3,6,4.4,22,2,1,2,1,1,1,5,5,3,3,3.0,2.6,2.2,2.2,0,0,0,0,5,5,1,1,2.0,1.8,0.4,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,15,15,9,13,9,9,5,11,7,7,4,4,2,3,1,2,5,0,16,0,4,4
8919,4,23,4,7,5.8,4,8,5.8,23,2,0,1,2,3,3,5,4,5,7,3.2,2.8,4.0,4.2,1,1,1,0,3,2,4,0,2.0,1.5,2.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,16,15,11,17,11,13,9,14,11,7,6,8,6,5,4,0,9,9,72,41,0,2
8920,2,11,4,5,4.5,4,7,5.5,9,2,1,4,1,1,4,4,1,4,4,4.0,1.0,2.5,4.0,4,0,0,0,4,1,0,0,4.0,0.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,7,4,4,2,7,4,2,1,5,3,2,1,0,0,3,0,0,0,5
8921,3,12,4,5,4.3,3,5,4.0,13,2,1,1,1,2,2,2,4,4,4,1.3,2.3,3.0,3.0,0,1,0,0,1,4,3,2,0.3,2.3,1.0,0.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,0,1,0,1,1,1,1,0,0,0,0,5,7,2,8,3,4,1,8,4,4,1,5,2,2,0,1,2,0,13,0,0,4
8922,4,18,3,4,3.5,3,6,4.5,14,2,1,1,1,1,1,3,3,3,3,2.2,2.2,2.0,2.0,0,0,0,0,3,3,1,0,2.0,0.8,0.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,0,3,2,1,0,0,0,0,0,0,0,0,0,8,11,3,11,5,5,1,10,3,8,2,4,1,2,0,0,0,7,0,12,0,5
8923,3,10,3,7,5.0,2,4,3.3,15,0,0,0,1,2,1,4,2,4,3,2.3,1.7,3.0,2.3,0,1,0,0,4,2,2,1,2.3,1.3,1.0,0.3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,1,2,1,1,1,1,1,0,0,0,0,7,5,3,8,5,3,1,7,6,2,2,5,4,0,0,0,2,2,6,4,5,3
8924,2,10,5,6,5.5,5,5,5.0,11,1,1,1,3,3,3,4,4,5,4,2.5,3.5,4.0,3.5,0,0,0,0,4,2,5,0,2.0,1.0,2.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,2,2,1,6,2,3,1,3,0,1,0,1,1,1,0,0,0,4
8925,3,9,3,6,4.0,3,3,3.0,12,2,1,1,1,1,2,3,2,2,3,2.0,1.7,1.7,2.7,1,0,0,0,3,2,2,0,2.0,0.7,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,5,5,2,6,3,5,2,5,2,3,1,3,1,3,1,0,0,2,0,16,3,5
8926,3,14,4,5,4.3,3,7,4.7,13,1,1,3,1,3,2,4,3,3,3,3.3,2.0,3.0,2.3,3,0,0,0,4,1,1,1,3.3,0.3,0.3,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,6,1,9,6,3,1,10,4,5,0,6,3,2,0,0,0,2,0,10,7,5
8927,3,14,3,4,3.3,3,7,4.7,10,0,0,1,2,1,2,1,3,3,2,1.0,2.3,2.0,2.0,1,0,0,0,1,3,2,0,1.0,1.7,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,8,10,5,6,4,3,2,7,2,5,1,1,0,0,0,1,1,1,3,2,2,4
8928,4,17,3,7,4.8,3,6,4.2,19,1,0,0,1,2,2,4,4,5,5,2.0,2.2,3.2,3.2,0,0,0,0,4,2,3,1,1.5,1.2,1.8,0.2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,1,3,1,2,0,1,0,1,0,1,0,1,0,8,8,3,12,5,6,2,10,3,3,0,6,1,2,0,1,4,2,26,9,17,2
8929,2,9,3,6,4.5,4,5,4.5,9,1,0,2,2,2,2,5,6,2,2,3.5,4.0,2.0,2.0,2,1,0,0,5,1,0,0,3.5,1.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,2,1,0,4,2,2,0,2,1,1,0,2,1,0,0,0,0,4
8930,5,16,3,6,4.6,2,6,3.2,23,0,0,1,0,1,2,3,5,4,4,2.0,2.0,2.8,2.8,1,0,0,0,3,2,4,1,1.8,0.4,2.2,0.2,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,1,1,4,4,0,0,1,1,0,0,1,1,0,0,9,8,4,9,5,1,0,11,5,6,3,5,2,0,0,1,2,2,4,10,9,2
8931,2,10,6,8,7.0,4,6,5.0,14,0,0,2,4,2,3,4,6,2,5,3.0,5.0,2.0,4.0,0,4,0,1,1,6,0,2,0.5,5.0,0.0,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,5,8,3,6,2,6,2,10,5,8,3,6,2,6,2,0,0,0,7,7,7,4
8933,5,19,3,5,4.0,2,5,3.8,20,4,2,0,2,1,2,4,5,3,3,1.4,3.2,1.8,2.4,0,0,0,0,2,4,3,0,0.4,2.4,1.2,0.0,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,6,12,3,9,2,4,0,11,4,6,2,4,1,1,0,2,4,0,14,0,0,4
8934,3,12,3,5,4.0,3,6,4.0,12,1,1,1,1,1,2,3,3,3,3,2.3,1.7,2.3,2.3,1,0,0,0,3,1,3,1,2.3,0.3,1.0,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,8,5,6,4,4,4,9,4,6,3,4,2,2,2,0,0,1,0,7,5,5
8935,6,25,3,8,5.3,2,7,4.2,32,1,0,1,0,1,0,6,4,4,5,2.8,1.8,2.8,2.8,0,0,1,0,6,2,3,3,2.7,0.7,1.3,0.7,6,5,5,6,6,5,5,5,5,4,4,5,5,4,4,5,3,2,6,5,3,2,2,1,1,0,2,1,1,0,18,13,10,23,16,12,9,14,9,7,5,12,7,6,4,0,9,9,10,11,4,2
8936,4,12,3,6,4.2,2,4,3.0,17,1,0,1,1,0,1,2,3,3,5,1.2,2.2,1.8,2.8,0,1,0,0,1,2,3,1,0.8,1.8,1.2,0.5,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,2,1,2,1,2,1,2,1,1,0,1,0,7,7,3,6,3,3,1,8,4,4,1,4,1,2,0,1,2,1,14,5,20,4
8937,5,26,3,6,4.8,4,7,5.2,24,1,0,2,1,1,2,4,3,3,5,3.2,2.2,2.4,3.6,2,1,0,0,4,3,1,2,2.6,1.6,0.2,0.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,14,17,11,15,6,8,4,16,6,9,5,9,2,4,2,2,2,4,5,5,17,4
8938,2,8,3,5,4.0,3,5,4.0,8,1,0,0,2,2,3,1,2,3,4,0.5,2.0,2.5,3.5,0,2,0,0,1,2,3,0,0.5,2.0,1.5,0.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,5,2,5,1,3,1,4,0,1,0,2,0,0,0,1,1,1,1,0,2,4
8939,3,12,4,5,4.3,2,6,4.0,13,1,1,1,2,0,1,4,2,3,2,2.7,2.0,2.0,1.7,0,0,0,0,4,2,3,0,2.3,1.0,1.0,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,8,9,5,6,3,4,1,7,5,5,3,3,2,1,0,0,0,1,0,10,3,5
8940,4,23,4,7,5.0,5,6,5.8,20,2,1,2,2,2,2,6,4,4,3,3.5,3.2,3.2,2.2,0,0,0,0,6,4,1,0,3.0,1.8,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,15,16,11,16,10,9,6,11,7,7,5,7,4,3,2,3,5,0,0,0,0,2
8942,3,13,4,4,4.0,3,6,4.3,12,1,1,1,1,1,2,3,4,3,3,2.0,2.7,2.0,2.3,0,1,0,0,3,4,0,0,1.3,2.7,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,6,3,2,2,9,4,4,2,5,2,1,1,3,0,0,5,0,9,4
8943,6,25,3,4,3.7,2,6,4.2,22,2,2,2,0,1,1,3,4,2,3,2.5,1.8,1.8,2.2,0,0,0,0,3,4,2,2,1.7,1.3,0.3,0.3,6,5,5,6,6,5,5,6,6,5,5,6,6,5,5,4,4,2,1,0,1,0,1,1,0,0,0,0,0,0,15,14,7,10,3,4,0,15,9,6,3,6,2,1,0,0,0,0,0,0,9,6
8944,4,22,3,4,3.2,4,7,5.5,13,4,0,1,2,1,1,2,2,3,4,1.8,2.0,2.2,2.5,0,1,0,0,2,2,1,1,1.0,1.8,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,0,1,0,1,1,1,1,0,0,0,0,13,9,4,13,7,4,0,10,7,3,2,3,3,0,0,2,4,3,5,5,0,4
8945,6,25,3,6,4.2,2,7,4.2,25,3,2,0,1,0,1,6,4,3,4,2.5,2.7,2.0,2.2,0,0,0,0,6,4,2,0,2.0,1.5,0.7,0.0,5,6,5,5,4,5,4,6,5,6,5,5,4,5,4,4,3,1,3,2,1,0,0,0,0,0,0,0,0,0,11,14,3,14,5,7,0,15,5,9,2,7,1,4,0,0,0,0,0,0,9,6
8946,3,7,5,8,6.7,2,3,2.3,20,0,0,1,2,0,1,4,3,4,3,2.3,2.7,2.0,2.3,0,2,0,0,4,3,4,1,1.7,2.7,2.0,0.3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,1,2,1,1,1,1,1,0,0,0,0,6,5,4,4,3,3,2,5,5,3,3,2,2,1,1,0,2,2,9,8,4,4
8947,4,14,3,7,4.8,2,6,3.5,19,1,0,0,2,1,1,6,2,5,3,2.8,2.0,2.5,2.0,0,1,0,0,3,2,2,1,2.0,1.5,1.0,0.2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,2,2,2,2,1,0,1,0,0,0,0,0,7,9,5,10,4,6,3,9,4,5,2,6,2,3,1,1,1,4,13,20,16,4
8948,5,26,3,6,3.8,4,8,5.2,19,2,1,1,1,1,1,3,5,4,5,2.0,2.4,2.0,2.6,0,0,0,0,3,5,1,0,1.4,1.8,0.6,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,2,2,1,0,0,0,0,0,0,0,0,16,15,8,12,7,6,4,17,10,9,4,6,4,2,2,0,0,2,0,5,0,5
8949,2,4,4,5,4.5,2,2,2.0,9,0,0,2,2,1,0,3,2,2,0,2.5,2.0,1.5,0.0,2,0,0,0,3,2,2,0,2.5,1.0,1.0,0.0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2
8950,2,6,5,7,6.0,2,4,3.0,12,0,0,1,2,1,2,4,4,2,5,2.5,3.0,1.5,3.5,1,2,1,0,1,4,2,1,1.0,3.0,1.5,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,3,2,6,5,3,2,5,4,2,1,5,4,2,1,0,1,1,2,2,2,3
8952,3,13,4,4,4.0,3,6,4.3,12,1,0,1,0,2,2,3,3,3,4,1.7,1.7,2.7,3.0,1,0,1,0,3,1,3,0,1.7,0.3,2.0,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,3,3,1,1,0,0,0,0,0,0,0,0,5,6,1,9,4,4,1,9,2,4,0,5,1,2,0,0,5,5,6,9,1,4
8953,2,11,4,5,4.5,5,6,5.5,9,2,1,3,1,3,2,5,2,4,5,4.0,1.5,3.5,3.5,3,0,0,0,5,1,0,0,4.0,0.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,7,3,5,2,4,1,2,1,2,0,1,0,0,0,4,0,0,0,5
8954,6,23,3,6,4.7,3,5,3.8,28,2,1,1,2,1,1,4,5,4,4,2.0,3.0,2.2,2.7,0,0,0,0,3,5,4,1,1.0,2.3,1.2,0.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,2,4,2,3,1,1,1,1,1,0,0,0,0,13,14,7,14,6,8,2,16,9,9,5,8,2,4,0,1,5,0,20,0,5,4
8957,2,12,4,6,5.0,4,8,6.0,10,1,1,3,2,1,3,4,3,2,4,3.5,2.5,1.5,3.5,3,0,0,0,4,3,0,0,3.5,1.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,5,3,4,2,9,6,7,4,4,2,3,1,0,0,1,0,4,3,5
8958,7,31,3,6,4.3,3,6,4.4,30,6,3,0,0,1,1,4,4,5,4,2.6,2.0,2.9,2.4,0,0,0,0,4,1,5,1,2.1,0.4,1.6,0.1,6,6,6,7,6,6,6,7,6,6,6,7,6,6,6,5,3,3,5,3,2,2,1,1,1,1,1,1,1,1,15,15,9,18,8,7,5,21,8,11,5,10,3,4,2,0,0,1,0,19,0,5
8959,3,17,3,4,3.7,3,7,5.7,11,1,1,2,0,2,2,3,3,3,3,2.7,1.7,2.3,2.3,1,0,0,0,3,2,1,0,2.3,1.0,0.3,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,13,7,4,10,7,3,1,10,6,5,2,5,2,2,0,0,0,4,0,6,5,5
8960,3,15,4,6,4.7,3,7,5.0,14,1,0,2,1,1,1,4,5,4,4,3.0,2.3,2.3,2.7,2,0,0,0,4,1,1,1,3.0,0.7,0.7,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,10,9,5,10,7,7,4,12,7,6,2,7,4,4,1,0,1,1,7,10,12,4
8961,4,22,3,5,4.0,3,9,5.5,16,3,1,2,2,2,1,3,5,3,4,2.5,3.0,2.5,2.2,0,0,0,0,3,5,1,0,1.5,2.2,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,12,15,8,9,5,5,2,12,5,8,4,2,0,1,0,3,2,0,6,0,13,4
8962,5,15,3,5,4.2,2,4,3.0,21,2,2,1,1,0,1,5,3,2,3,2.8,1.8,1.2,1.8,0,0,0,0,5,3,2,0,2.6,1.0,0.6,0.0,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,3,2,2,1,2,1,0,0,0,0,0,0,0,0,11,10,6,8,5,5,2,8,5,7,4,4,2,3,1,0,0,3,0,8,10,5
8963,3,11,3,4,3.3,3,4,3.7,10,0,0,1,1,2,1,2,3,2,2,1.3,2.0,2.0,1.3,1,0,1,0,2,1,2,0,1.3,0.7,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,6,6,2,8,4,5,2,5,2,2,0,2,0,1,0,0,4,4,6,6,3,4
8964,4,19,4,7,5.0,3,6,4.8,20,3,2,1,2,1,2,3,7,6,4,2.0,4.0,3.2,2.8,0,2,0,0,2,7,1,1,0.5,4.0,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,0,1,0,1,1,1,1,0,0,0,0,8,14,5,10,4,7,2,11,6,7,4,4,2,2,1,1,6,0,44,0,15,4
8965,5,20,3,6,4.4,4,4,4.0,22,1,1,2,1,0,1,5,3,3,2,3.4,2.0,1.4,1.8,2,0,0,0,5,1,0,1,3.4,0.8,0.0,0.2,5,5,5,3,3,3,3,5,5,5,5,3,3,3,3,5,4,4,0,0,0,0,1,1,1,1,0,0,0,0,15,13,9,7,4,4,2,11,7,6,3,3,1,1,0,0,0,1,0,7,20,5
8966,5,20,4,4,4.0,2,6,4.0,20,2,0,1,1,1,1,3,3,4,4,2.0,1.8,2.2,2.4,1,1,0,0,3,2,2,1,2.0,1.4,0.4,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,12,13,8,11,6,6,3,12,6,7,3,7,4,4,2,2,3,5,12,8,0,2
8967,3,17,5,8,6.0,5,6,5.7,18,1,0,2,2,3,3,3,6,5,5,2.7,3.7,4.0,3.7,2,2,0,0,3,5,1,0,2.3,3.0,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,11,10,6,13,9,6,4,11,6,6,2,8,5,3,1,1,8,7,6,21,4,2
8968,3,9,4,5,4.7,2,4,3.0,14,0,0,0,1,1,2,4,4,4,4,1.3,2.3,2.7,3.0,0,1,0,0,4,4,2,1,1.3,2.0,0.7,0.7,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,3,1,1,0,1,0,2,0,2,0,1,0,1,0,3,7,2,5,2,3,1,7,1,6,1,4,1,3,1,1,0,0,2,3,4,1
8969,3,10,3,7,4.7,2,5,3.3,14,0,0,0,2,1,0,2,5,1,5,1.3,3.3,1.0,2.7,0,1,0,0,2,5,1,1,1.3,2.7,0.3,0.3,2,3,2,3,2,3,2,2,1,2,1,2,1,2,1,2,3,2,1,0,1,0,1,0,1,0,1,0,1,0,5,9,4,4,1,3,0,5,1,5,1,2,0,2,0,2,1,1,1,1,12,2
8970,5,28,3,7,5.0,3,8,5.6,25,1,0,2,1,1,2,5,4,6,4,3.4,2.8,2.4,3.2,1,0,0,0,5,3,5,0,2.2,1.6,1.2,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,1,1,0,0,0,0,0,0,0,0,22,19,15,14,13,7,7,19,13,12,8,9,8,4,4,2,2,0,6,22,22,4
8971,6,22,4,8,5.7,2,5,3.7,34,2,2,0,1,0,1,5,7,4,5,3.3,3.8,2.3,3.5,0,0,0,0,5,6,1,1,3.0,2.2,0.3,0.2,5,6,5,5,5,5,5,6,5,6,5,5,5,5,5,4,3,1,2,2,0,0,1,0,1,0,0,0,0,0,11,12,3,14,6,8,2,13,5,6,0,8,2,4,0,0,0,0,0,0,42,6
8973,3,10,4,6,4.7,3,4,3.3,14,0,0,1,2,2,1,3,4,3,3,2.3,2.7,2.3,2.0,0,1,0,0,2,4,2,0,1.0,2.3,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,7,7,4,6,4,4,2,5,4,3,2,2,2,1,1,1,3,2,3,6,5,4
8974,2,10,3,4,3.5,4,6,5.0,7,2,1,3,3,1,1,3,3,2,3,3.0,3.0,1.5,2.0,0,0,0,0,3,3,1,0,1.5,1.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,1,4,1,3,0,6,4,3,1,2,1,1,0,0,0,1,0,0,0,5
8975,2,11,3,5,4.0,4,7,5.5,8,3,1,1,2,3,2,4,3,3,5,2.5,2.5,3.0,3.5,0,1,0,0,4,3,0,0,2.0,2.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,7,4,2,1,6,3,3,2,4,2,2,1,2,1,0,0,0,0,4
8976,4,20,4,7,5.0,2,8,5.0,20,1,1,1,2,2,0,5,3,4,6,2.8,2.5,2.8,2.8,1,0,0,0,5,2,2,1,2.8,1.0,1.0,0.2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,13,14,9,12,5,9,4,13,7,9,5,9,3,7,3,0,0,2,0,5,23,3
