,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,QS
6745,2,7,3,4,3.5,3,4,3.5,7,3,2,2,2,3,1,4,3,3,2,3.0,2.5,3.0,1.5,0,0,0,0,4,3,0,0,2.0,1.5,0.0,0.0,2,3,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,1,1,0,2,0,2,0,0,0,0,0,0
6746,4,22,5,9,6.2,2,8,5.5,25,0,0,2,1,2,1,5,5,5,8,3.5,3.0,3.2,3.8,2,0,0,0,4,4,2,1,2.8,2.2,1.0,0.2,15,6,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,17,16,11,17,13,13,9,15,11,10,6,11,8,8,5,1
6747,4,23,3,6,4.5,4,9,5.8,18,1,1,1,2,2,1,5,4,3,5,3.2,2.8,2.5,2.8,1,0,0,0,5,1,2,0,3.2,0.5,0.8,0.0,11,9,2,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,14,14,7,16,8,9,3,11,5,6,2,7,2,3,0,1
6748,4,21,3,7,4.8,3,7,5.2,19,2,1,2,2,1,1,5,5,6,7,3.2,3.2,2.8,2.8,0,1,0,0,5,5,1,0,1.5,2.8,0.5,0.0,12,6,3,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,13,15,9,11,7,8,5,12,7,8,5,5,3,4,3,1
6749,2,8,5,9,7.0,3,5,4.0,14,0,0,2,2,2,2,4,3,4,3,3.0,2.5,3.0,2.5,2,2,0,0,4,3,1,2,3.0,2.5,0.5,1.0,5,2,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,8,6,5,4,5,4,5,4,5,4,3,3,3,3,1
6750,3,13,3,4,3.7,3,5,4.3,11,1,1,1,3,2,1,3,3,2,3,2.3,3.0,2.0,2.3,0,0,0,0,3,3,1,0,2.0,1.3,0.3,0.0,4,7,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6,9,3,8,5,4,2,4,0,3,0,1,0,0,0,1
6751,4,15,3,7,4.8,3,5,3.8,19,2,1,1,2,2,1,4,4,3,3,2.2,3.0,2.2,2.0,0,0,0,0,4,4,1,1,1.2,2.5,0.5,0.5,11,3,1,0,2,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,1,2,1,2,2,1,1,1,1,1,1,9,10,5,10,6,8,4,11,7,7,4,7,4,6,3,1
6752,3,9,5,5,5.0,2,4,3.0,15,0,0,2,0,1,1,4,2,4,3,3.3,1.0,2.3,2.3,0,0,1,0,4,1,4,0,2.3,0.7,2.0,0.0,6,3,0,0,0,3,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,1,3,2,2,1,0,0,0,0,0,0,0,0,6,4,2,7,4,4,2,6,4,2,1,4,2,2,1,1
6753,3,11,4,5,4.3,3,4,3.7,13,0,0,2,2,2,2,3,2,3,3,2.7,2.0,2.3,2.7,1,0,0,0,3,2,1,1,2.0,1.3,0.7,0.3,6,4,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,1,1,0,0,8,4,2,8,6,2,1,6,3,2,0,4,2,1,0,1
6754,4,15,4,7,5.0,3,5,3.8,20,0,0,1,2,1,2,3,2,5,3,2.0,2.0,3.0,2.5,0,0,0,0,2,2,5,1,1.0,1.2,2.2,0.5,11,3,1,0,2,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,1,2,1,1,0,2,1,1,0,11,7,3,11,8,5,2,11,7,5,1,8,5,4,1,1
6755,5,19,3,6,4.2,2,7,3.8,21,0,0,0,2,0,1,5,4,3,4,1.8,2.6,1.4,2.2,0,0,0,0,2,4,2,2,1.2,2.2,0.4,0.4,11,5,3,0,1,1,3,0,4,5,4,3,3,3,3,5,4,5,4,3,3,3,3,4,4,3,1,1,0,0,1,0,1,0,0,0,0,0,14,14,9,11,9,7,5,11,7,8,4,6,5,4,3,1
6756,3,11,3,4,3.3,3,4,3.7,10,1,0,1,2,2,1,2,2,3,4,1.3,2.0,2.3,2.0,0,1,0,0,2,2,2,0,0.7,1.7,1.0,0.0,4,6,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,4,9,3,6,2,5,1,4,1,3,1,0,0,0,0,1
6757,4,25,3,8,5.2,4,9,6.2,21,0,0,1,2,1,2,4,4,5,7,3.0,3.0,3.0,4.0,1,0,0,0,3,2,5,0,2.0,1.2,2.0,0.0,18,6,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,17,17,11,10,7,4,3,18,11,13,8,4,2,1,1,1
6758,4,22,4,5,4.2,3,8,5.5,17,1,0,2,1,2,1,3,3,4,3,2.8,2.0,3.2,2.2,0,0,0,0,3,2,4,0,2.0,1.0,1.2,0.0,12,8,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,15,11,7,16,10,7,4,12,8,4,2,8,5,2,1,1
6759,5,15,3,7,4.8,2,4,3.0,24,4,2,0,0,0,0,5,5,6,3,2.0,1.6,3.2,2.2,0,0,0,0,5,5,4,0,1.6,1.2,2.0,0.0,7,7,1,0,0,4,1,0,4,4,3,4,3,3,2,4,3,4,3,3,2,3,2,3,2,1,4,3,1,1,0,0,0,0,0,0,0,0,7,7,3,10,4,4,1,7,3,4,2,3,0,2,0,1
6760,3,14,4,5,4.3,3,6,4.7,13,2,1,2,1,2,1,5,3,4,3,3.3,2.0,3.0,2.0,1,0,0,0,5,1,2,0,2.7,0.3,1.3,0.0,8,5,0,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,8,5,2,10,4,4,1,8,4,3,1,5,1,2,0,1
6761,6,28,3,5,3.5,3,7,4.7,21,6,3,1,2,1,0,5,4,4,3,2.5,2.7,2.0,2.0,0,0,0,0,5,3,2,0,2.0,1.2,0.3,0.0,13,9,4,2,0,1,3,2,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,13,18,5,11,3,9,2,13,6,7,1,2,0,2,0,0
6762,2,8,3,3,3.0,4,4,4.0,6,3,2,1,3,0,2,3,3,1,2,2.0,3.0,0.5,2.0,0,0,0,0,3,3,0,0,1.5,1.5,0.0,0.0,4,0,3,1,0,0,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,1,0,4,2,2,0,1,0,1,0,0
6763,2,7,3,4,3.5,3,4,3.5,7,2,2,3,2,2,1,4,2,2,1,3.5,2.0,2.0,1.0,3,0,0,0,4,0,0,0,3.5,0.0,0.0,0.0,3,1,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,1,0,3,0,2,0,2,0,1,0,1
6764,4,25,3,6,4.2,3,8,6.2,17,1,1,2,1,1,1,5,4,4,5,3.0,2.5,2.5,3.0,0,1,0,0,5,4,2,0,1.8,2.0,0.5,0.0,18,4,3,0,0,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,15,16,8,11,6,7,4,18,10,10,4,7,3,4,2,1
6765,3,13,4,6,5.0,4,5,4.3,15,1,1,3,1,3,1,6,4,4,3,4.3,2.7,3.3,2.3,3,0,0,0,6,1,1,0,4.3,0.3,0.3,0.0,7,3,2,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,6,4,8,5,2,0,7,4,4,2,5,2,2,0,1
6766,4,17,4,7,5.5,4,5,4.2,22,0,0,1,1,2,1,5,5,4,4,2.8,2.2,3.0,2.8,1,0,0,0,5,3,4,1,2.5,1.5,1.2,0.2,13,1,3,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,11,10,7,10,4,6,3,13,7,7,4,9,3,6,3,1
6767,3,14,4,5,4.7,3,6,4.7,14,3,1,3,2,1,1,3,5,5,5,3.0,3.7,2.7,3.0,0,2,0,0,2,5,1,0,0.7,3.7,0.3,0.0,6,6,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,8,6,2,7,4,3,1,6,4,1,0,1,1,0,0,1
6768,3,15,4,5,4.3,3,7,5.0,13,1,0,0,2,3,3,3,2,4,3,1.7,2.0,3.3,3.0,0,1,0,0,3,2,3,0,1.7,1.7,1.0,0.0,9,4,2,0,0,1,2,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,6,9,3,9,1,5,0,9,3,5,1,5,0,3,0,1
6769,3,10,3,6,4.0,2,4,3.3,12,0,0,1,2,1,0,2,5,2,1,1.3,3.0,1.7,0.7,0,1,0,0,2,5,1,0,1.0,2.7,0.3,0.0,2,6,2,0,0,1,2,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,6,6,2,8,4,4,0,2,1,1,0,2,1,1,0,1
6770,3,16,4,4,4.0,4,7,5.3,12,4,3,2,1,1,2,4,4,3,4,2.7,3.0,2.3,3.0,0,0,0,0,4,4,0,0,1.3,2.7,0.0,0.0,7,5,3,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,7,5,3,2,7,4,4,3,2,0,1,0,1
6771,3,14,4,5,4.3,3,6,4.7,13,1,1,2,1,1,2,5,3,2,4,3.0,2.0,1.7,2.7,2,0,0,0,5,1,2,0,3.0,0.3,1.0,0.0,9,4,0,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,9,6,3,9,5,4,2,9,5,4,2,5,2,2,1,1
6772,2,9,4,7,5.5,3,6,4.5,11,1,0,1,2,3,2,5,5,4,4,3.0,3.5,3.5,3.0,0,2,0,0,5,2,2,0,2.5,2.0,1.0,0.0,4,3,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,6,7,5,5,3,4,2,4,3,3,3,2,2,2,2,1
6773,3,15,4,4,4.0,3,6,5.0,12,1,1,3,1,0,2,4,2,3,2,3.3,1.7,2.0,2.0,3,0,0,0,4,1,0,0,3.3,0.7,0.0,0.0,9,3,2,1,0,0,2,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,6,3,2,1,9,5,5,3,3,1,0,0,1
6774,5,23,3,4,3.2,4,5,4.6,16,1,0,2,1,1,1,2,3,2,2,2.0,1.8,1.8,1.8,1,0,0,0,2,2,2,1,1.6,0.8,0.6,0.2,13,6,4,0,1,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,0,0,1,1,0,0,1,1,0,0,13,10,4,15,6,6,1,13,7,2,0,9,3,2,0,1
6775,3,13,3,10,6.3,2,7,4.3,19,0,0,2,1,2,2,5,5,3,7,3.3,3.7,2.3,4.7,1,0,0,0,5,5,0,1,2.7,3.3,0.0,0.3,10,1,2,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,8,8,6,8,3,4,2,10,6,5,4,7,3,3,2,1
6776,4,13,3,7,5.0,2,4,3.2,20,0,0,0,1,1,1,4,4,5,6,2.0,2.0,2.5,2.2,0,1,0,0,3,4,3,2,1.2,1.8,1.2,0.8,10,3,0,0,2,2,0,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,3,2,3,2,2,2,2,2,1,1,1,1,8,9,5,10,5,7,3,10,7,6,4,7,4,4,2,1
6777,2,11,4,6,5.0,5,6,5.5,10,3,1,4,3,1,3,5,4,2,6,4.5,3.5,1.5,4.5,3,0,0,0,4,3,0,0,3.5,1.5,0.0,0.0,6,2,2,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,5,3,2,1,6,2,2,0,3,1,1,0,0
6778,3,9,3,4,3.3,2,4,3.0,10,2,0,0,0,2,1,3,1,3,3,1.7,0.7,2.3,2.0,0,0,0,0,3,1,2,1,1.7,0.3,1.0,0.3,5,4,0,0,1,2,0,0,2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,4,4,1,5,2,2,0,5,3,2,1,1,1,0,0,1
6779,3,8,4,5,4.3,2,3,2.7,13,1,0,1,2,0,0,2,4,4,2,1.3,2.7,2.0,0.7,1,1,0,0,2,2,3,0,1.3,1.7,1.3,0.0,2,4,2,0,0,2,1,0,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,6,6,4,5,4,3,2,2,2,1,1,1,1,0,0,1
6780,5,20,3,6,4.4,4,4,4.0,22,1,1,2,0,0,2,4,3,4,3,2.8,1.8,2.4,2.2,1,0,0,0,4,3,1,1,2.2,1.2,0.6,0.4,15,4,0,1,2,2,0,1,5,4,4,4,4,3,3,5,5,4,4,4,4,3,3,5,3,3,3,3,2,2,2,2,1,1,1,1,0,0,15,9,4,10,7,5,2,15,12,5,2,6,5,1,0,1
6781,4,19,3,4,3.8,4,6,4.8,15,3,1,2,2,1,2,3,3,4,3,2.8,2.2,2.8,2.5,2,0,0,0,3,1,2,0,2.8,0.5,0.5,0.0,9,6,3,1,0,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,4,10,4,4,1,9,3,5,0,4,1,2,0,1
6782,4,16,3,6,4.5,3,6,4.0,18,1,0,1,1,1,1,3,3,4,5,2.0,2.0,2.0,3.0,0,1,0,0,3,2,4,1,1.8,1.5,1.0,0.2,12,1,3,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,0,1,0,1,1,1,1,0,0,0,0,11,9,6,8,5,2,1,12,9,5,4,7,5,1,1,1
6783,3,11,3,4,3.7,2,5,3.7,11,3,1,0,0,2,1,3,4,3,3,2.0,1.7,2.7,1.7,0,0,0,0,3,1,3,1,2.0,0.3,1.0,0.3,5,2,3,1,1,0,1,1,2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5,5,2,6,2,1,0,5,2,1,0,4,2,0,0,1
6784,4,17,4,4,4.0,3,6,4.2,16,4,2,2,1,1,1,4,4,4,4,2.8,2.5,1.8,2.8,0,0,0,0,4,4,0,0,2.2,1.8,0.0,0.0,11,2,3,1,0,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,6,3,3,2,11,5,7,3,4,3,2,2,0
6785,3,11,4,6,4.7,3,5,3.7,14,1,0,1,1,1,1,2,4,6,3,1.7,2.7,3.0,2.3,0,0,0,0,2,4,2,2,1.0,2.0,1.0,0.7,8,3,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,1,1,0,0,0,0,0,0,5,6,2,6,3,3,2,8,4,4,1,3,2,1,1,1
6786,3,14,3,5,4.3,4,5,4.7,13,0,0,2,1,2,2,4,3,3,3,3.3,2.0,2.3,2.7,2,0,0,0,4,1,1,0,3.3,0.3,0.7,0.0,8,5,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,10,7,5,10,7,4,3,8,4,4,2,5,2,2,1,1
6787,4,22,4,8,5.2,4,7,5.5,21,2,0,1,2,2,2,7,8,6,6,3.5,4.0,4.0,3.5,1,1,0,0,7,3,0,1,3.2,1.8,0.0,0.2,12,6,4,0,1,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,1,1,1,0,0,0,0,14,13,7,13,8,5,2,12,6,8,3,7,3,4,1,1
6788,6,26,3,6,4.7,3,6,4.3,28,3,0,1,1,1,2,3,4,4,3,2.5,3.0,2.8,2.5,1,0,0,0,3,4,2,1,2.2,1.7,0.7,0.2,16,5,5,0,1,2,3,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,3,1,1,1,1,0,0,1,1,0,0,18,13,10,14,9,4,3,16,10,5,3,9,5,1,0,1
6789,2,7,3,4,3.5,3,4,3.5,7,0,0,2,1,2,1,3,2,2,2,2.5,1.5,2.0,1.5,0,1,0,0,3,1,2,0,1.5,1.0,1.0,0.0,5,1,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,5,1,4,1,3,0,5,2,3,0,3,1,2,0,1
6790,4,16,3,5,4.0,3,5,4.0,16,4,2,1,1,1,1,5,5,3,3,2.8,2.8,1.8,2.0,1,0,0,0,5,3,0,0,2.8,1.2,0.0,0.0,5,6,3,2,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,11,9,7,6,5,5,5,4,4,3,1,1,1,1,0
6791,2,9,5,6,5.5,4,5,4.5,11,0,0,4,1,2,2,5,4,4,3,4.5,2.5,3.0,2.5,4,0,0,0,5,1,1,0,4.5,0.5,0.5,0.0,4,3,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,6,3,2,0,4,1,2,0,3,1,1,0,1
6792,3,11,3,6,4.3,2,6,3.7,13,0,0,1,2,2,1,2,3,5,3,1.3,2.3,3.3,2.0,0,0,0,0,2,2,5,1,1.0,1.3,1.7,0.3,7,2,2,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,6,6,3,6,2,2,0,7,4,2,1,4,2,0,0,1
6793,3,13,4,6,4.7,4,5,4.3,14,3,1,3,1,1,1,3,4,6,4,3.0,3.0,3.3,2.3,0,1,0,0,3,4,1,0,2.0,2.3,0.3,0.0,5,6,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,7,7,4,8,4,4,2,5,2,2,1,2,0,1,0,1
6794,3,11,3,5,4.0,2,5,3.7,12,3,1,2,2,0,2,5,2,3,4,3.0,2.0,2.0,3.3,2,0,0,0,5,2,0,0,3.0,1.0,0.0,0.0,4,4,2,1,0,0,2,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,1,3,1,4,2,1,0,0,0,0,0,1
6795,3,14,5,6,5.3,3,6,4.7,16,0,0,2,2,1,3,3,4,5,4,2.7,2.7,3.3,3.3,0,0,0,0,2,4,5,1,1.0,1.3,2.7,0.3,11,3,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,2,0,0,1,0,1,0,0,0,0,0,8,6,1,9,5,3,0,11,6,5,1,6,3,2,0,1
6796,2,8,4,7,5.5,2,6,4.0,11,0,0,1,3,1,3,2,4,5,3,1.5,3.5,3.0,3.0,1,0,0,0,2,2,5,1,1.5,1.0,2.5,0.5,7,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,5,5,3,3,2,1,1,7,4,4,2,3,2,1,1,1
6797,2,8,4,4,4.0,4,4,4.0,8,2,1,1,0,2,1,2,4,3,4,1.5,2.0,2.5,2.5,0,0,0,0,2,4,2,0,1.0,2.0,1.0,0.0,5,2,1,0,0,1,1,0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,5,3,2,1,5,3,1,1,3,2,1,1,1
6798,3,14,3,6,4.3,4,6,4.7,13,3,2,2,2,1,1,3,6,3,4,2.7,3.3,2.0,2.3,0,0,0,0,3,6,0,0,2.0,2.3,0.0,0.0,7,4,2,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,10,4,5,1,7,3,3,0,6,2,3,0,0
6799,4,11,3,4,3.8,2,4,2.8,15,1,0,1,0,1,0,3,3,3,4,1.8,1.5,1.8,1.8,0,0,1,0,3,3,1,0,1.2,1.5,1.0,0.0,5,6,0,0,0,4,0,0,4,3,3,4,4,3,3,3,3,2,2,3,3,2,2,3,3,2,4,3,3,2,0,0,0,0,0,0,0,0,6,4,2,9,6,3,2,5,1,1,0,3,1,0,0,1
6800,3,11,4,5,4.3,3,5,3.7,13,2,1,1,1,2,2,5,2,4,2,2.7,1.7,2.7,2.0,1,0,0,0,5,2,0,1,2.7,1.3,0.0,0.3,7,2,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,1,1,1,1,0,0,0,0,6,7,3,6,2,3,0,7,3,6,2,4,1,3,0,1
6801,5,19,4,6,4.8,2,6,3.8,24,2,0,1,2,1,2,5,4,5,3,3.0,2.6,3.0,2.4,0,0,1,0,5,4,2,0,2.2,1.4,1.2,0.0,10,9,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,5,3,3,1,0,0,0,0,0,0,0,0,9,12,4,17,7,11,3,10,6,7,3,8,4,6,2,1
6802,3,14,4,6,5.0,4,6,4.7,15,1,0,1,2,2,2,3,5,3,4,2.3,3.7,2.3,3.0,0,1,0,0,3,5,1,2,1.3,2.7,0.3,0.7,8,4,2,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,1,1,1,1,0,0,0,0,10,11,7,9,6,6,3,8,6,6,4,5,3,3,1,1
6803,2,8,4,4,4.0,4,4,4.0,8,2,1,2,1,2,2,4,2,2,4,3.0,1.5,2.0,3.0,2,0,0,0,4,2,0,0,3.0,1.0,0.0,0.0,5,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,2,1,0,5,1,2,0,3,1,1,0,1
6804,3,16,4,5,4.3,5,6,5.3,13,2,1,2,1,2,2,3,4,4,5,2.3,2.3,2.7,3.3,0,1,0,0,3,4,1,0,1.7,2.3,0.3,0.0,11,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,8,10,6,10,5,6,4,11,5,5,3,7,3,3,2,1
6805,2,7,3,5,4.0,3,4,3.5,8,0,0,1,1,2,1,2,1,4,2,1.5,1.0,3.0,1.5,1,0,1,0,2,1,3,0,1.5,0.5,2.0,0.0,4,3,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,4,4,2,6,4,3,2,4,1,3,1,3,1,2,1,1
6806,3,13,3,3,3.0,4,5,4.3,9,1,1,1,1,1,1,2,3,2,2,1.3,1.7,1.7,1.7,0,0,0,0,2,3,1,0,1.0,1.3,0.7,0.0,8,4,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,5,8,2,9,4,5,2,8,1,5,0,5,0,3,0,1
6807,4,20,4,6,5.0,4,7,5.0,20,0,0,2,1,2,3,3,4,4,4,2.2,2.8,3.0,3.5,0,1,0,0,3,3,2,2,1.5,2.2,0.8,0.5,15,3,2,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,2,1,1,0,1,0,1,0,1,0,11,12,6,11,4,7,3,15,6,8,2,8,1,5,1,1
6808,4,17,4,6,5.2,3,6,4.2,21,0,0,1,2,2,2,4,5,4,5,2.5,3.2,2.8,3.2,0,0,1,0,2,5,3,0,1.0,2.5,1.8,0.0,11,6,0,0,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,2,0,0,0,0,0,0,0,0,9,10,5,14,7,8,4,11,5,5,2,8,3,3,1,1
