,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
8628,2,6,3,5,4.0,3,3,3.0,8,0,0,2,1,2,0,2,1,3,4,2.0,1.0,2.5,2.0,1,1,0,0,2,1,3,0,1.5,1.0,1.5,0.0,2,3,1,0,0,1,1,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,5,4,3,3,2,3,2,2,2,0,0,0,0,0,0,1,0,2,1,0,1
5748,6,22,5,10,6.7,2,7,3.7,40,1,0,2,1,1,1,7,9,7,7,4.3,3.2,2.7,3.2,0,0,0,0,5,9,4,2,2.7,2.3,1.3,0.3,13,8,1,0,1,4,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,5,4,3,2,1,1,0,0,1,1,0,0,19,17,15,14,11,10,8,13,12,10,9,6,5,4,3,1,3,8,3,19,0
4227,4,24,4,5,4.5,5,7,6.0,18,1,0,2,2,2,1,3,4,5,4,2.2,3.0,3.2,2.2,1,1,0,0,2,4,3,0,1.5,2.2,0.8,0.0,14,6,4,0,0,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,15,19,14,14,7,9,6,14,6,10,5,8,2,4,1,2,6,2,13,17,0
3215,3,9,3,3,3.0,2,4,3.0,9,2,1,2,0,1,1,3,2,2,3,2.3,1.0,1.3,2.0,0,0,0,0,3,1,2,0,1.7,0.7,0.7,0.0,5,2,1,1,0,1,1,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,5,3,3,1,2,1,5,2,2,1,1,0,0,0,0,0,1,0,4,3
1875,4,21,3,6,4.8,2,10,5.2,19,2,2,1,2,1,1,4,3,5,4,2.5,2.2,2.5,2.5,0,0,0,0,4,3,5,0,1.8,1.2,1.8,0.0,15,3,2,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,11,11,5,12,4,5,1,15,7,8,3,9,3,4,1,0,0,2,0,11,0
6832,4,18,4,4,4.0,4,6,4.5,16,0,0,1,2,2,1,3,3,3,3,1.8,2.5,2.2,2.2,1,0,0,0,3,3,3,0,1.5,1.5,1.0,0.0,11,5,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,10,10,4,13,6,6,1,11,5,5,1,8,3,3,0,2,1,4,12,2,10
4289,6,26,3,5,4.0,3,8,4.3,24,4,3,2,1,1,2,4,4,3,4,2.7,2.5,1.5,3.0,0,0,0,0,4,4,2,1,1.5,2.0,0.3,0.2,14,7,4,1,1,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,1,1,1,0,0,1,0,1,0,0,0,0,0,13,16,6,12,8,5,3,14,5,8,2,5,3,1,1,0,0,0,0,0,9
360,4,14,3,4,3.8,2,6,3.5,15,0,0,1,0,1,1,2,3,3,3,1.8,1.8,2.0,1.8,0,0,0,0,2,3,3,1,1.2,1.0,1.0,0.5,12,1,1,0,2,1,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,2,1,2,1,1,0,2,2,0,0,1,1,0,0,9,6,3,6,3,1,0,12,8,4,2,5,3,0,0,1,1,1,18,8,10
2787,2,10,5,6,5.5,3,7,5.0,11,2,1,2,2,2,4,5,3,3,5,3.5,2.5,2.5,4.5,0,0,0,0,5,3,3,0,2.5,1.5,1.5,0.0,8,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,3,7,3,5,2,8,4,5,3,6,3,4,2,0,0,1,0,0,0
8021,3,14,4,5,4.3,4,6,4.7,13,1,1,1,2,2,1,2,4,3,4,1.7,3.0,2.7,2.7,0,2,0,0,2,4,2,0,0.7,3.0,0.7,0.0,9,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,7,8,3,11,5,5,1,9,5,3,1,8,4,2,0,2,3,0,9,0,7
1146,3,16,5,7,5.7,4,6,5.3,17,1,0,2,2,1,3,4,4,3,5,3.0,3.0,2.0,3.7,1,0,0,0,4,4,1,2,2.7,2.0,0.3,0.7,13,2,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,1,1,1,1,0,0,0,0,7,11,4,9,4,6,2,13,5,9,3,7,3,5,2,1,1,1,3,9,25
2751,6,26,3,7,4.7,3,6,4.3,28,3,1,1,1,0,1,3,5,4,6,2.0,3.5,2.3,2.8,0,1,0,0,3,4,2,0,1.7,2.5,0.5,0.0,14,7,5,0,0,2,4,0,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,5,6,5,2,2,2,2,0,0,0,0,0,0,0,0,13,17,9,15,8,6,4,14,5,8,3,8,3,2,1,3,3,0,5,0,0
7324,4,19,3,8,4.8,4,6,4.8,19,2,1,1,1,1,2,5,4,6,8,3.2,2.0,2.8,3.8,1,0,0,0,4,4,2,0,2.5,1.5,0.8,0.0,12,4,2,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,14,11,8,9,5,6,3,12,8,5,3,5,2,2,0,0,0,3,0,16,22
3765,2,8,5,6,5.5,3,5,4.0,11,0,0,2,2,0,2,5,4,2,4,3.5,3.0,1.0,3.0,2,1,0,0,5,3,0,0,3.5,2.0,0.0,0.0,4,1,3,0,0,0,2,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,2,4,2,4,2,4,2,3,1,3,1,3,0,0,0,1,2
4245,4,15,3,6,4.5,1,6,3.8,18,0,0,1,1,1,0,3,3,4,4,2.2,2.5,2.8,2.2,0,1,0,0,1,3,4,0,0.8,2.2,1.5,0.0,9,5,1,0,0,3,1,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,0,0,0,0,0,0,0,0,9,9,5,11,5,6,2,9,5,4,2,6,2,2,0,1,3,2,9,1,12
8460,7,28,4,7,5.3,2,5,4.0,37,3,1,0,1,1,1,4,6,4,5,2.3,3.1,3.1,2.7,0,0,0,0,4,4,4,1,1.9,1.7,1.6,0.1,17,10,0,1,1,5,0,1,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,5,5,3,5,3,4,2,1,1,1,1,0,0,0,0,13,20,8,17,7,13,5,17,8,13,6,7,3,6,3,0,0,8,0,30,0
418,4,13,3,6,4.5,2,5,3.2,18,0,0,1,0,1,1,3,3,4,2,2.2,2.2,2.5,1.5,0,0,0,0,3,1,4,1,2.0,0.5,1.8,0.2,8,4,1,0,1,2,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,2,2,3,2,1,1,1,0,0,0,1,0,0,0,7,9,4,9,4,6,2,8,4,5,2,5,2,3,1,1,1,2,4,12,7
782,5,24,3,6,4.4,2,9,4.8,22,1,0,0,2,1,0,4,5,5,4,2.0,3.2,3.0,2.2,0,0,0,0,4,2,3,1,2.0,1.0,1.2,0.2,12,9,3,0,1,2,2,0,4,5,4,5,4,5,4,4,3,4,3,4,3,4,3,4,3,3,3,2,1,1,1,0,0,0,1,0,0,0,16,16,10,14,10,8,6,12,6,6,2,5,2,1,0,3,1,0,4,0,4
119,4,22,3,5,4.0,4,8,5.5,16,2,0,2,2,1,1,4,4,4,3,2.8,2.8,3.0,2.5,0,0,0,0,3,4,1,0,1.2,2.0,0.8,0.0,14,7,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,0,0,0,0,0,0,0,0,9,12,3,11,4,5,1,14,4,8,1,4,0,2,0,1,3,5,6,13,0
1130,6,20,4,9,5.5,2,6,3.3,33,2,0,1,0,2,0,3,5,5,4,1.8,2.2,3.3,2.8,0,0,0,0,3,5,4,0,1.3,1.8,2.3,0.0,10,9,1,0,0,5,1,0,6,5,5,6,6,5,5,5,5,4,4,5,5,4,4,5,4,3,5,4,3,2,0,0,0,0,0,0,0,0,13,8,4,14,10,6,3,10,6,2,1,5,4,1,1,1,4,7,19,12,7
4139,4,18,4,6,4.8,3,5,4.5,19,3,2,1,2,0,2,5,4,2,4,3.2,3.0,1.0,3.0,0,0,0,0,5,3,2,0,3.0,1.0,0.8,0.0,13,2,1,2,0,2,0,2,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,2,1,2,1,2,1,0,0,0,0,0,0,0,0,10,12,5,8,3,6,2,13,7,9,4,6,2,4,1,0,0,0,0,0,35
991,4,18,3,5,4.2,3,6,4.5,17,3,1,1,0,3,2,3,3,4,5,2.0,2.0,3.5,2.8,0,0,0,0,2,3,4,1,0.8,1.8,1.5,0.2,11,4,3,0,1,1,2,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,2,3,2,2,1,1,1,1,0,0,0,1,0,0,0,9,9,5,11,4,5,2,11,5,4,2,7,2,3,1,2,2,0,27,0,13
2420,3,15,3,5,4.0,4,6,5.0,12,2,1,1,2,2,1,4,3,3,3,2.3,2.3,2.3,2.0,1,0,0,0,4,2,2,0,2.3,1.0,0.7,0.0,8,5,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,9,9,5,10,6,5,3,8,4,5,2,5,3,2,1,0,0,3,0,2,1
6283,2,10,3,4,3.5,3,7,5.0,7,3,2,3,0,1,2,4,2,3,2,3.5,1.0,2.0,2.0,3,0,0,0,4,0,0,0,3.5,0.0,0.0,0.0,5,2,1,2,0,0,0,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,5,3,1,0,5,3,2,0,3,2,1,0,0,0,1,0,0,0
9594,2,10,3,3,3.0,4,6,5.0,6,0,0,2,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,2,0,0,1,2,0,0,1.0,2.0,0.0,0.0,6,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,2,1,1,6,4,2,1,1,0,0,0,1,1,0,0,1,1
5388,2,8,3,6,4.5,4,4,4.0,9,0,0,2,1,1,1,2,5,4,1,2.0,3.0,2.5,1.0,0,1,1,0,1,2,4,0,0.5,1.5,2.5,0.0,6,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,5,7,4,4,2,4,2,6,4,5,3,2,1,2,1,0,2,2,3,2,1
7343,2,9,3,5,4.0,4,5,4.5,8,1,0,1,2,3,1,2,4,3,3,1.5,3.0,3.0,2.0,0,2,1,0,0,4,1,0,0.0,3.0,1.0,0.0,4,5,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,5,2,7,2,3,0,4,3,2,2,2,1,0,0,0,2,2,1,1,0
7772,4,14,3,5,4.0,3,4,3.5,16,3,1,0,1,0,2,4,3,3,4,2.0,2.0,2.2,2.8,0,0,0,0,4,1,3,0,2.0,0.5,1.5,0.0,7,5,1,1,0,3,0,1,3,4,3,3,2,3,2,4,3,4,3,3,2,3,2,3,2,1,3,2,2,1,0,0,0,0,0,0,0,0,6,8,2,7,2,5,1,7,2,4,0,2,0,2,0,0,0,6,0,18,0
276,3,15,3,5,4.0,4,6,5.0,12,2,1,2,2,2,2,5,3,4,4,3.0,2.7,3.0,3.0,0,0,0,0,5,3,1,0,2.3,1.0,0.7,0.0,9,5,0,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,5,9,1,10,3,5,0,9,3,6,1,5,2,2,0,0,0,7,0,3,0
2356,4,16,4,7,4.8,3,5,4.0,19,1,0,2,2,2,0,3,4,4,4,2.2,3.0,2.8,2.2,0,0,1,0,3,4,2,1,1.2,1.8,1.5,0.2,8,8,0,0,1,3,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,0,4,2,2,0,1,0,1,0,1,0,1,0,6,9,1,13,6,6,1,8,1,7,1,5,1,4,1,0,4,4,12,12,16
1411,2,8,4,6,5.0,4,4,4.0,10,0,0,1,3,3,1,4,5,3,3,2.5,4.0,3.0,2.0,0,2,0,0,4,3,1,0,2.0,2.5,0.5,0.0,5,1,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,6,6,5,3,1,2,1,5,4,3,3,2,1,1,1,1,0,1,1,0,1
1217,5,24,3,7,4.8,2,7,4.8,24,3,1,1,1,1,0,4,5,2,5,3.0,3.2,1.8,2.4,0,1,0,0,4,4,0,0,2.6,2.2,0.0,0.0,17,1,6,0,0,0,5,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,9,7,6,5,17,13,12,10,8,6,6,5,2,3,0,9,0,12
9415,8,35,3,8,5.0,2,7,4.4,40,2,1,1,1,0,0,4,4,5,5,2.4,2.5,2.4,3.0,0,0,0,0,4,3,5,1,2.0,1.4,1.2,0.4,28,4,2,1,3,2,2,1,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,7,6,5,4,3,3,2,3,3,2,2,2,2,1,1,22,21,12,21,11,15,8,28,17,16,9,17,9,12,7,0,0,2,0,18,10
6692,2,8,3,5,4.0,4,4,4.0,8,0,0,2,1,1,1,3,4,3,2,2.5,2.5,2.0,1.5,1,1,0,0,2,3,1,0,1.5,2.0,0.5,0.0,6,1,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,5,6,3,4,3,2,1,6,3,4,1,3,2,1,0,1,0,1,1,2,3
1049,2,9,3,4,3.5,3,6,4.5,7,0,0,1,2,0,2,2,3,2,2,1.5,2.5,1.0,2.0,1,1,0,0,2,3,0,0,1.5,2.0,0.0,0.0,6,1,2,0,0,0,2,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,3,1,1,0,6,1,4,0,2,1,0,0,2,0,1,1,0,5
7845,4,15,4,8,5.2,3,4,3.8,21,1,0,2,1,1,2,3,3,5,4,2.8,1.8,2.8,3.0,2,0,0,0,3,1,5,0,2.8,0.2,2.2,0.0,10,4,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,13,5,4,10,10,3,3,10,8,4,3,6,6,3,3,1,2,2,7,50,43
1945,3,10,4,6,4.7,3,4,3.3,14,1,0,2,1,0,1,4,2,3,4,3.0,1.7,2.0,2.7,0,0,0,0,4,1,3,0,2.3,0.7,1.7,0.0,6,3,1,0,0,2,1,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,5,6,3,5,2,2,0,6,2,4,2,2,0,1,0,1,1,1,2,8,4
2699,3,11,3,4,3.3,3,5,3.7,10,1,1,0,1,1,2,3,3,2,3,1.7,2.3,1.3,2.3,0,1,0,0,2,3,1,0,0.7,2.3,0.3,0.0,5,4,2,0,0,1,2,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,5,8,2,4,1,4,1,5,3,2,0,0,0,0,0,2,0,0,7,0,10
5382,3,17,4,5,4.7,5,6,5.7,14,1,1,2,3,2,2,4,5,4,4,2.7,3.7,3.0,2.7,0,0,0,0,4,5,2,0,1.7,2.0,1.0,0.0,7,9,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,14,9,6,11,10,5,4,7,6,3,2,2,2,0,0,1,4,0,5,0,5
2076,3,12,3,5,4.0,2,6,4.0,12,1,1,2,1,1,1,4,2,4,4,2.7,1.7,2.7,2.3,0,0,0,0,4,1,4,0,2.0,0.7,1.3,0.0,7,2,3,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,9,6,4,0,2,0,7,4,5,3,2,0,1,0,2,1,2,5,4,0
4867,6,28,3,4,3.8,4,6,4.7,23,3,1,2,1,1,1,4,3,3,4,2.7,2.3,1.7,2.2,0,0,0,0,4,2,2,1,2.0,1.0,0.7,0.2,18,8,1,1,1,3,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,3,2,3,2,1,1,0,0,0,0,0,0,12,15,3,20,7,13,2,18,8,6,0,12,5,5,0,0,0,3,0,8,20
4880,2,7,3,5,4.0,3,4,3.5,8,1,0,1,3,1,1,2,3,2,4,1.5,3.0,1.5,2.5,0,2,0,0,1,3,2,0,0.5,2.5,1.0,0.0,4,1,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4,4,1,2,1,1,0,4,3,1,0,1,1,0,0,1,0,1,2,0,2
3863,3,16,4,6,5.0,4,6,5.3,15,1,1,1,1,1,2,4,4,3,2,2.3,3.0,2.3,2.0,0,0,0,0,3,4,3,0,1.3,2.7,1.0,0.0,10,4,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,12,10,6,11,9,6,4,10,7,5,2,7,5,3,1,1,4,0,6,0,6
8238,3,16,4,6,5.0,5,6,5.3,15,2,2,2,1,2,2,3,6,4,3,2.3,3.7,3.3,2.7,0,1,0,0,2,6,2,0,0.7,3.7,0.7,0.0,11,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,8,13,6,11,5,9,4,11,6,8,4,8,3,6,2,1,4,0,15,0,7
6868,2,6,4,4,4.0,2,4,3.0,8,1,0,0,2,0,0,1,3,4,3,0.5,2.5,2.0,1.5,0,2,0,0,1,3,0,2,0.5,2.5,0.0,1.0,2,3,1,0,1,0,1,0,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,5,2,3,1,2,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4
139,2,9,5,8,6.5,4,5,4.5,13,1,1,1,5,2,3,5,6,3,5,3.0,5.5,2.5,4.0,0,5,0,0,1,6,0,1,0.5,5.5,0.0,0.5,7,1,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,5,7,3,6,3,5,2,7,4,5,2,5,2,4,1,1,0,0,2,0,2
2595,6,27,3,5,4.0,3,7,4.5,24,4,2,1,1,1,1,3,4,3,4,2.2,2.5,1.7,2.7,0,0,0,0,3,4,1,1,1.3,2.2,0.3,0.2,17,7,3,0,1,2,3,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,3,2,2,1,1,1,1,1,1,0,0,0,0,14,17,8,15,9,8,4,17,8,10,5,8,4,4,2,2,3,0,9,0,10
4360,5,23,3,5,4.2,4,6,4.6,21,0,0,1,1,1,1,3,3,4,4,2.4,2.0,2.2,2.6,1,1,0,0,3,2,1,0,2.2,1.6,0.4,0.0,14,6,3,0,0,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,0,0,0,0,0,0,0,0,16,13,10,16,9,8,5,14,8,5,3,10,4,3,1,1,1,3,11,13,9
471,4,14,3,5,4.0,3,4,3.5,16,2,1,1,1,1,0,3,5,4,3,2.0,2.2,2.5,1.8,0,0,0,0,3,5,2,0,1.2,2.0,0.8,0.0,7,5,2,0,0,2,2,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,5,6,1,9,2,3,0,7,3,1,0,4,1,0,0,2,1,0,8,0,10
4391,3,13,3,5,4.3,3,5,4.3,13,2,1,1,1,1,2,4,3,3,3,2.7,2.0,2.3,2.7,1,0,0,0,3,3,2,0,2.0,1.3,1.0,0.0,6,5,1,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,10,6,4,6,5,2,2,6,4,3,1,1,1,0,0,0,0,8,0,5,0
2135,3,14,3,7,4.7,3,6,4.7,14,1,0,1,2,1,1,5,3,4,5,2.7,2.7,2.3,3.3,0,0,0,0,5,3,2,1,2.0,1.7,0.7,0.3,11,2,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,6,9,3,7,2,4,0,11,4,7,2,5,1,3,0,1,1,1,2,1,8
1763,5,18,4,6,4.8,1,5,3.6,24,1,1,1,1,1,1,3,4,4,3,2.2,1.8,2.4,2.2,0,0,0,0,3,4,4,2,1.6,1.2,1.4,0.6,13,3,2,0,2,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,3,1,1,2,2,1,1,2,2,1,1,12,12,8,13,9,7,5,13,8,8,5,10,6,5,3,2,1,0,3,0,16
6175,4,15,4,5,4.2,2,6,3.8,17,2,1,2,1,0,0,4,4,4,2,2.8,3.0,2.0,1.2,0,1,0,0,4,4,1,0,1.8,2.2,0.2,0.0,5,5,5,0,0,1,3,0,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,10,9,5,8,6,2,1,5,3,2,1,3,2,0,0,3,3,0,0,0,16
5659,5,20,3,8,5.8,2,6,4.0,29,2,0,2,1,2,2,4,4,4,5,2.8,2.4,3.2,3.2,1,1,0,0,4,4,1,3,2.6,2.0,0.4,0.8,13,5,2,0,2,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,14,11,8,12,9,6,5,13,9,6,4,7,6,3,3,2,2,3,17,18,29
2290,3,13,4,5,4.3,3,5,4.3,13,3,1,2,1,1,2,4,3,4,4,2.7,2.0,2.7,2.7,2,0,0,0,4,0,3,0,2.7,0.0,1.7,0.0,7,4,1,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,8,7,6,5,3,3,7,5,6,5,2,2,2,2,0,0,4,0,13,0
4996,5,20,4,5,4.6,2,6,4.0,23,3,1,3,2,0,0,4,4,4,5,3.2,3.2,2.2,1.6,1,0,0,0,4,4,1,1,2.4,1.6,0.4,0.2,8,7,4,1,1,1,2,1,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,2,2,1,1,1,1,0,0,1,1,0,0,14,12,8,11,8,6,4,8,4,3,1,4,2,1,0,0,0,0,0,0,8
5662,2,6,3,4,3.5,3,3,3.0,7,2,0,0,1,2,3,2,1,2,4,1.0,1.0,2.0,3.5,0,1,2,0,0,1,2,1,0.0,1.0,2.0,0.5,5,1,0,0,1,1,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,2,0,3,0,2,0,5,1,1,0,2,0,1,0,0,1,1,1,1,1
5599,4,14,4,6,5.0,3,5,3.5,20,1,0,2,0,2,1,3,5,3,4,2.8,2.5,2.5,2.5,0,0,0,0,3,4,2,0,1.2,2.2,1.5,0.0,6,6,2,0,0,3,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,10,7,5,10,7,4,3,6,4,1,1,4,2,0,0,1,3,1,26,7,24
8419,2,6,3,4,3.5,2,4,3.0,7,0,0,1,1,2,1,3,3,3,1,2.0,2.0,2.5,1.0,0,1,2,0,0,1,3,0,0.0,1.0,2.5,0.0,4,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,4,0,4,1,3,0,4,2,2,0,2,1,1,0,0,1,1,1,1,1
1948,3,7,4,7,5.0,2,3,2.3,15,2,2,0,1,0,0,7,3,3,2,3.7,2.0,1.3,1.3,0,0,0,0,7,3,1,0,3.7,1.0,0.3,0.0,3,1,1,2,0,1,0,2,2,3,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,3,1,2,0,3,2,2,1,2,1,1,0,0,0,1,0,0,4
5593,6,25,3,6,4.0,3,6,4.2,24,4,2,0,1,2,2,4,3,5,3,2.0,2.2,3.5,2.2,0,0,0,0,4,3,4,0,1.5,1.5,1.0,0.0,14,7,4,0,0,3,3,0,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,4,5,4,3,2,2,2,0,0,0,0,0,0,0,0,13,13,8,14,6,4,3,14,7,6,3,7,3,1,1,2,2,0,12,0,0
